username,date_time,map_num,helper,points_to,rec_path,rec_score,other_wump,help_rt
1,4/17/23 15:59,105,x,NA,"[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",92,NA,0
1,4/17/23 15:59,102,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
1,4/17/23 15:59,104,x,NA,"[""up"",""up"",""up"",""right"",""right"",""up""]",94,NA,0
1,4/17/23 15:59,103,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
1,4/17/23 16:00,101,x,NA,"[""right"",""right"",""up"",""up"",""up"",""up""]",94,NA,0
1,4/17/23 16:00,110,x,NA,"[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",92,NA,0
1,4/17/23 16:00,107,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
1,4/17/23 16:00,109,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
1,4/17/23 16:00,108,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
1,4/17/23 16:00,106,x,NA,"[""left"",""left"",""up"",""up"",""up"",""up""]",94,NA,0
1,4/17/23 16:06,6,h,"(1, 1)","[""up"",""up"",""right"",""up"",""right"",""up""]",-6,"[""(0, 3)"",""(2, 2)""]",1
1,4/17/23 16:06,27,r,"(1, 3)","[""left"",""left"",""up"",""left"",""up"",""left"",""up"",""up"",""right"",""right""]",90,"[""(3, 3)"",""(2, 2)""]",2
1,4/17/23 16:07,4,r,"(0, 2)","[""up"",""right"",""right"",""up"",""up"",""up""]",94,"[""(1, 3)"",""(3, 2)""]",2
1,4/17/23 16:07,2,h,"(1, 1)","[""up"",""up"",""right"",""up"",""right"",""up""]",94,"[""(0, 3)"",""(3, 2)""]",2
1,4/17/23 16:08,23,r,"(4, 4)","[""up"",""up"",""left"",""up"",""left"",""up""]",-6,"[""(2, 2)"",""(1, 4)""]",1
1,4/17/23 16:09,15,r,"(2, 0)","[""up"",""left"",""left"",""up"",""up"",""up""]",94,"[""(3, 2)"",""(1, 2)""]",3
1,4/17/23 16:09,14,r,"(3, 2)","[""right"",""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up"",""left""]",90,"[""(2, 3)"",""(4, 4)""]",2
1,4/17/23 16:10,26,h,"(4, 2)","[""left"",""left"",""up"",""up"",""left"",""up"",""right"",""up""]",-8,"[""(1, 4)"",""(0, 1)""]",1
1,4/17/23 16:10,3,h,"(1, 0)","[""up"",""up"",""right"",""up"",""up"",""right""]",94,"[""(2, 3)"",""(3, 1)""]",3
1,4/17/23 16:11,22,r,"(4, 4)","[""left"",""left"",""up"",""left"",""up"",""up"",""right"",""up""]",-8,"[""(0, 3)"",""(2, 2)""]",1
1,4/17/23 16:12,11,h,"(3, 0)","[""up"",""right"",""right"",""up"",""right"",""up"",""up"",""left""]",92,"[""(2, 3)"",""(4, 1)""]",3
1,4/17/23 16:12,7,h,"(1, 1)","[""up"",""up"",""right"",""right"",""up"",""up""]",94,"[""(0, 3)"",""(4, 2)""]",2
1,4/17/23 16:13,10,r,"(2, 2)","[""right"",""right"",""up"",""right"",""right"",""up"",""up"",""up"",""left"",""left""]",-10,"[""(0, 3)"",""(1, 1)""]",1
1,4/17/23 16:13,19,h,"(2, 1)","[""left"",""up"",""up"",""left"",""up"",""up""]",-6,"[""(0, 2)"",""(4, 3)""]",1
1,4/17/23 16:14,20,r,"(3, 2)","[""up"",""up"",""up"",""left"",""left"",""up""]",94,"[""(4, 4)"",""(0, 2)""]",2
1,4/17/23 16:15,13,h,"(1, 1)","[""right"",""right"",""up"",""up"",""right"",""up"",""left"",""up""]",-8,"[""(3, 1)"",""(1, 4)""]",1
1,4/17/23 16:15,18,h,"(4, 2)","[""left"",""left"",""up"",""up"",""left"",""up"",""up"",""right""]",-8,"[""(2, 3)"",""(0, 1)""]",2
1,4/17/23 16:16,16,r,"(4, 4)","[""up"",""left"",""left"",""up"",""up"",""up""]",-6,"[""(3, 2)"",""(0, 2)""]",1
1,4/17/23 16:17,12,r,"(0, 2)","[""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up""]",-8,"[""(4, 1)"",""(1, 3)""]",1
1,4/17/23 16:18,9,h,"(1, 3)","[""up"",""up"",""up"",""up"",""right"",""right""]",-6,"[""(2, 2)"",""(3, 1)""]",3
1,4/17/23 16:18,28,h,"(2, 0)","[""up"",""left"",""left"",""left"",""up"",""up"",""up"",""right""]",-8,"[""(2, 3)"",""(3, 2)""]",2
1,4/17/23 16:19,1,h,"(2, 0)","[""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up""]",92,"[""(2, 2)"",""(4, 3)""]",3
1,4/17/23 16:19,8,h,"(0, 4)","[""right"",""right"",""right"",""up"",""right"",""up"",""up"",""left"",""up"",""left""]",-10,"[""(3, 2)"",""(2, 1)""]",1
1,4/17/23 16:20,5,r,"(2, 3)","[""right"",""right"",""right"",""up"",""right"",""up"",""up"",""left"",""up"",""left""]",-10,"[""(3, 2)"",""(0, 2)""]",2
1,4/17/23 16:21,17,r,"(2, 3)","[""up"",""up"",""left"",""up"",""up"",""left""]",94,"[""(1, 2)"",""(4, 3)""]",3
1,4/17/23 16:22,21,r,"(4, 4)","[""left"",""up"",""left"",""left"",""up"",""up"",""right"",""up""]",-108,"[""(1, 4)"",""(0, 2)""]",1
1,4/17/23 16:22,25,r,"(1, 0)","[""left"",""up"",""left"",""left"",""left"",""up"",""up"",""right"",""right"",""up""]",-10,"[""(1, 2)"",""(4, 3)""]",2
1,4/17/23 16:23,24,h,"(4, 2)","[""up"",""left"",""left"",""left"",""up"",""left"",""up"",""up"",""right"",""right""]",-10,"[""(1, 3)"",""(2, 0)""]",1
2,4/17/23 20:38,105,x,NA,"[""right"",""right"",""up"",""right"",""up"",""up"",""left"",""up""]",92,NA,0
2,4/17/23 20:39,103,x,NA,"[""up"",""up"",""up"",""right"",""right"",""up""]",94,NA,0
2,4/17/23 20:39,106,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
2,4/17/23 20:39,109,x,NA,"[""up"",""up"",""left"",""left"",""up"",""up""]",94,NA,0
2,4/17/23 20:39,107,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
2,4/17/23 20:39,110,x,NA,"[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",92,NA,0
2,4/17/23 20:39,108,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
2,4/17/23 20:39,101,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
2,4/17/23 20:40,104,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
2,4/17/23 20:40,102,x,NA,"[""right"",""up"",""up"",""up"",""up"",""right""]",94,NA,0
2,4/17/23 20:46,17,r,"(2, 3)","[""up"",""up"",""left"",""up"",""up"",""left""]",94,"[""(2, 0)"",""(4, 3)""]",7
2,4/17/23 20:46,4,h,"(0, 2)","[""right"",""up"",""up"",""up"",""up"",""right""]",94,"[""(2, 3)"",""(2, 0)""]",6
2,4/17/23 20:46,24,h,"(4, 2)","[""up"",""left"",""left"",""left"",""up"",""up"",""right"",""up""]",92,"[""(1, 4)"",""(3, 2)""]",7
2,4/17/23 20:47,1,r,"(2, 0)","[""up"",""right"",""up"",""up"",""right"",""up""]",-6,"[""(1, 4)"",""(2, 2)""]",5
2,4/17/23 20:47,5,r,"(2, 3)","[""up"",""up"",""up"",""right"",""up"",""right""]",94,"[""(0, 4)"",""(2, 0)""]",7
2,4/17/23 20:48,11,h,"(3, 0)","[""right"",""right"",""up"",""up"",""right"",""up"",""left"",""up""]",-8,"[""(1, 1)"",""(1, 4)""]",4
2,4/17/23 20:48,2,r,"(0, 4)","[""right"",""right"",""up"",""up"",""up"",""up""]",94,"[""(1, 2)"",""(4, 0)""]",4
2,4/17/23 20:49,13,r,"(3, 3)","[""right"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left"",""left""]",90,"[""(0, 1)"",""(3, 1)""]",6
2,4/17/23 20:49,23,h,"(4, 4)","[""up"",""up"",""left"",""left"",""up"",""up""]",94,"[""(1, 0)"",""(1, 4)""]",6
2,4/17/23 20:49,14,h,"(2, 0)","[""up"",""right"",""right"",""right"",""up"",""up"",""up"",""left""]",-8,"[""(2, 3)"",""(0, 2)""]",4
2,4/17/23 20:50,26,r,"(4, 2)","[""left"",""up"",""up"",""left"",""left"",""up"",""up"",""right""]",92,"[""(2, 3)"",""(1, 0)""]",7
2,4/17/23 20:50,7,h,"(1, 1)","[""up"",""up"",""up"",""right"",""right"",""up""]",94,"[""(0, 4)"",""(2, 2)""]",7
2,4/17/23 20:50,20,h,"(3, 1)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(3, 3)"",""(1, 1)""]",7
2,4/17/23 20:51,8,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",94,"[""(1, 2)"",""(3, 3)""]",6
2,4/17/23 20:51,15,h,"(2, 0)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(3, 3)"",""(1, 3)""]",8
2,4/17/23 20:52,25,r,"(1, 0)","[""up"",""left"",""left"",""left"",""up"",""up"",""up"",""right""]",92,"[""(3, 0)"",""(3, 3)""]",7
2,4/17/23 20:52,16,h,"(3, 1)","[""up"",""up"",""up"",""up"",""left"",""left""]",-6,"[""(2, 0)"",""(2, 3)""]",4
2,4/17/23 20:52,10,r,"(2, 2)","[""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up""]",92,"[""(3, 4)"",""(2, 0)""]",6
2,4/17/23 20:53,3,h,"(1, 0)","[""up"",""up"",""up"",""up"",""right"",""right""]",94,"[""(1, 3)"",""(3, 3)""]",7
2,4/17/23 20:53,27,h,"(3, 1)","[""up"",""up"",""left"",""left"",""left"",""up"",""up"",""right""]",-8,"[""(2, 3)"",""(1, 1)""]",4
2,4/17/23 20:54,19,h,"(1, 0)","[""up"",""up"",""up"",""left"",""left"",""up""]",-6,"[""(4, 4)"",""(3, 0)""]",4
2,4/17/23 20:54,18,r,"(4, 2)","[""left"",""left"",""up"",""up"",""up"",""up""]",94,"[""(3, 4)"",""(1, 1)""]",6
2,4/17/23 20:54,6,r,"(1, 2)","[""up"",""up"",""up"",""up"",""right"",""right""]",94,"[""(1, 0)"",""(2, 3)""]",7
2,4/17/23 20:54,28,r,"(1, 2)","[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right""]",-10,"[""(1, 3)"",""(3, 2)""]",4
2,4/17/23 20:55,21,r,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",94,"[""(2, 3)"",""(1, 2)""]",6
2,4/17/23 20:55,9,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",-6,"[""(2, 3)"",""(1, 2)""]",5
2,4/17/23 20:55,22,h,"(4, 4)","[""up"",""up"",""up"",""left"",""left"",""up""]",-6,"[""(3, 2)"",""(2, 0)""]",3
2,4/17/23 20:56,12,h,"(0, 2)","[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",92,"[""(2, 1)"",""(4, 0)""]",6
3,4/19/23 16:01,104,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
3,4/19/23 16:01,101,x,NA,"[""right"",""right"",""up"",""up"",""up"",""up""]",94,NA,0
3,4/19/23 16:01,105,x,NA,"[""up"",""right"",""right"",""right"",""up"",""up"",""up"",""left""]",92,NA,0
3,4/19/23 16:01,107,x,NA,"[""left"",""left"",""up"",""up"",""up"",""up""]",94,NA,0
3,4/19/23 16:02,103,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
3,4/19/23 16:02,109,x,NA,"[""up"",""up"",""left"",""left"",""up"",""up""]",94,NA,0
3,4/19/23 16:02,106,x,NA,"[""left"",""left"",""up"",""up"",""up"",""up""]",94,NA,0
3,4/19/23 16:02,110,x,NA,"[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",92,NA,0
3,4/19/23 16:02,102,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
3,4/19/23 16:02,108,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
3,4/19/23 16:08,24,r,"(2, 2)","[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right""]",-10,"[""(1, 2)"",""(1, 3)"",""(2, 3)"",""(3, 3)"",""(3, 2)""]",2
3,4/19/23 16:09,8,r,"(0, 4)","[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",92,"[""(1, 3)"",""(0, 3)"",""(0, 2)"",""(1, 2)""]",4
3,4/19/23 16:09,15,r,"(2, 0)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(2, 2)"",""(1, 2)"",""(1, 1)"",""(1, 0)"",""(2, 1)"",""(3, 0)""]",7
3,4/19/23 16:09,11,r,"(3, 0)","[""up"",""up"",""right"",""right"",""right"",""up"",""up"",""left""]",92,"[""(4, 1)"",""(3, 1)"",""(2, 1)"",""(2, 0)"",""(4, 0)""]",6
3,4/19/23 16:10,16,h,"(3, 1)","[""up"",""up"",""up"",""up"",""left"",""left""]",-6,"[""(2, 1)"",""(1, 0)"",""(1, 1)"",""(2, 0)"",""(3, 0)"",""(3, 2)""]",1
3,4/19/23 16:10,6,r,"(1, 2)","[""right"",""right"",""up"",""up"",""up"",""up""]",94,"[""(1, 3)"",""(1, 1)"",""(0, 2)"",""(4, 3)""]",5
3,4/19/23 16:11,23,h,"(4, 4)","[""up"",""up"",""left"",""left"",""up"",""up""]",94,"[""(1, 3)"",""(1, 2)"",""(4, 3)"",""(3, 3)"",""(3, 4)""]",6
3,4/19/23 16:11,12,r,"(0, 2)","[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",92,"[""(1, 2)"",""(1, 1)"",""(0, 1)"",""(4, 3)"",""(4, 4)""]",5
3,4/19/23 16:12,5,r,"(2, 3)","[""right"",""up"",""up"",""up"",""up"",""right""]",94,"[""(0, 3)"",""(0, 2)"",""(3, 2)"",""(4, 2)"",""(4, 3)""]",7
3,4/19/23 16:13,21,r,"(4, 4)","[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",-8,"[""(3, 3)"",""(3, 2)"",""(4, 2)"",""(0, 3)"",""(0, 2)""]",2
3,4/19/23 16:13,17,r,"(2, 3)","[""left"",""up"",""up"",""up"",""up"",""left""]",-6,"[""(1, 2)"",""(4, 3)"",""(4, 2)"",""(0, 3)"",""(0, 2)"",""(1, 1)""]",1
3,4/19/23 16:13,28,r,"(1, 2)","[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right""]",-10,"[""(3, 1)"",""(1, 3)"",""(3, 3)""]",2
3,4/19/23 16:14,13,h,"(1, 1)","[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",-8,"[""(1, 3)"",""(0, 3)"",""(0, 4)"",""(4, 2)"",""(4, 3)""]",2
3,4/19/23 16:14,4,h,"(0, 2)","[""right"",""up"",""up"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(3, 2)"",""(3, 1)"",""(2, 1)"",""(4, 2)""]",5
3,4/19/23 16:15,10,h,"(0, 2)","[""up"",""right"",""right"",""right"",""up"",""up"",""up"",""left""]",92,"[""(0, 3)"",""(1, 3)"",""(4, 1)"",""(4, 2)""]",7
3,4/19/23 16:15,22,h,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",94,"[""(2, 2)"",""(1, 2)"",""(1, 1)"",""(2, 1)""]",7
3,4/19/23 16:15,1,h,"(2, 0)","[""right"",""up"",""up"",""up"",""up"",""right""]",-6,"[""(3, 2)"",""(3, 1)"",""(2, 1)"",""(0, 2)""]",2
3,4/19/23 16:16,2,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",94,"[""(2, 2)"",""(2, 1)"",""(3, 1)"",""(3, 2)"",""(1, 1)"",""(4, 3)""]",6
3,4/19/23 16:16,9,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",-6,"[""(3, 3)"",""(3, 2)"",""(2, 2)"",""(2, 1)""]",2
3,4/19/23 16:17,25,h,"(1, 0)","[""up"",""up"",""left"",""left"",""left"",""up"",""right"",""up""]",-8,"[""(2, 1)"",""(1, 1)"",""(0, 1)"",""(3, 3)"",""(0, 4)""]",3
3,4/19/23 16:17,26,h,"(4, 2)","[""up"",""left"",""left"",""left"",""up"",""up"",""up"",""right""]",-8,"[""(3, 3)"",""(2, 0)"",""(1, 0)""]",1
3,4/19/23 16:18,20,h,"(3, 1)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(1, 1)"",""(2, 1)"",""(2, 2)"",""(0, 3)""]",6
3,4/19/23 16:18,3,h,"(1, 0)","[""up"",""up"",""up"",""up"",""right"",""right""]",94,"[""(1, 3)"",""(1, 2)"",""(2, 2)"",""(2, 3)"",""(4, 2)""]",8
3,4/19/23 16:18,27,r,"(1, 3)","[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right""]",90,"[""(3, 3)"",""(3, 1)"",""(2, 1)"",""(1, 1)""]",6
3,4/19/23 16:19,19,h,"(1, 0)","[""left"",""left"",""up"",""up"",""up"",""up""]",-106,"[""(4, 2)"",""(3, 2)"",""(0, 2)"",""(1, 2)""]",1
3,4/19/23 16:19,18,r,"(4, 2)","[""left"",""up"",""up"",""up"",""up"",""left""]",94,"[""(1, 2)"",""(2, 2)"",""(2, 3)"",""(1, 3)""]",6
3,4/19/23 16:20,14,h,"(2, 0)","[""up"",""up"",""right"",""right"",""right"",""up"",""up"",""left""]",-8,"[""(3, 1)"",""(2, 1)"",""(1, 3)"",""(1, 4)""]",2
3,4/19/23 16:20,7,h,"(1, 1)","[""up"",""up"",""up"",""up"",""right"",""right""]",-6,"[""(2, 2)"",""(3, 3)"",""(2, 3)"",""(3, 2)"",""(2, 1)"",""(2, 0)"",""(1, 0)""]",1
4,4/19/23 19:33,105,x,NA,"[""right"",""up"",""right"",""up"",""right"",""up"",""up"",""left""]",92,NA,0
4,4/19/23 19:33,106,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
4,4/19/23 19:33,104,x,NA,"[""up"",""up"",""right"",""right"",""up"",""up""]",94,NA,0
4,4/19/23 19:33,108,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
4,4/19/23 19:33,102,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
4,4/19/23 19:33,110,x,NA,"[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",92,NA,0
4,4/19/23 19:33,101,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
4,4/19/23 19:33,109,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
4,4/19/23 19:33,103,x,NA,"[""up"",""up"",""up"",""up"",""right"",""right""]",94,NA,0
4,4/19/23 19:33,107,x,NA,"[""up"",""up"",""up"",""up"",""left"",""left""]",94,NA,0
4,4/19/23 19:39,15,r,"(2, 0)","[""up"",""up"",""left"",""up"",""up"",""left""]",-6,"[""(2, 3)"",""(2, 1)"",""(4, 4)""]",8
4,4/19/23 19:39,17,r,"(2, 3)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(2, 1)"",""(3, 2)"",""(1, 4)""]",9
4,4/19/23 19:40,26,h,"(4, 2)","[""left"",""left"",""up"",""up"",""left"",""up"",""right"",""up""]",-8,"[""(1, 0)"",""(3, 2)"",""(1, 4)"",""(3, 4)""]",7
4,4/19/23 19:41,22,h,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",94,"[""(2, 3)"",""(3, 2)"",""(1, 1)""]",8
4,4/19/23 19:41,14,h,"(2, 0)","[""up"",""right"",""right"",""right"",""up"",""up"",""up"",""left""]",-8,"[""(2, 2)"",""(0, 2)"",""(2, 3)"",""(4, 4)""]",8
4,4/19/23 19:42,23,r,"(4, 4)","[""up"",""up"",""left"",""left"",""up"",""up""]",94,"[""(3, 3)"",""(1, 1)"",""(1, 4)""]",9
4,4/19/23 19:42,27,h,"(3, 1)","[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",-8,"[""(2, 3)"",""(2, 1)"",""(0, 4)"",""(4, 4)""]",6
4,4/19/23 19:43,11,h,"(3, 0)","[""right"",""right"",""up"",""up"",""right"",""up"",""left"",""up""]",-8,"[""(3, 4)"",""(1, 1)"",""(0, 4)"",""(4, 1)""]",8
4,4/19/23 19:43,7,r,"(0, 4)","[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left""]",-8,"[""(2, 3)"",""(0, 2)"",""(4, 1)""]",5
4,4/19/23 19:44,10,r,"(2, 2)","[""right"",""up"",""right"",""right"",""up"",""up"",""left"",""up""]",92,"[""(2, 0)"",""(4, 2)"",""(3, 4)"",""(1, 4)""]",6
4,4/19/23 19:44,5,r,"(2, 3)","[""right"",""up"",""up"",""up"",""up"",""right""]",94,"[""(2, 1)"",""(0, 3)"",""(4, 4)"",""(4, 2)""]",9
4,4/19/23 19:45,4,h,"(0, 2)","[""up"",""right"",""up"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(2, 1)"",""(4, 3)"",""(0, 4)""]",8
4,4/19/23 19:45,6,h,"(1, 1)","[""right"",""right"",""up"",""up"",""up"",""up""]",94,"[""(3, 3)"",""(0, 4)"",""(3, 0)""]",5
4,4/19/23 19:46,2,r,"(0, 4)","[""up"",""up"",""up"",""right"",""right"",""up""]",94,"[""(1, 1)"",""(3, 3)"",""(3, 1)""]",6
4,4/19/23 19:47,12,r,"(0, 2)","[""up"",""right"",""right"",""up"",""right"",""up"",""up"",""left""]",-8,"[""(2, 0)"",""(2, 3)"",""(0, 4)""]",6
4,4/19/23 19:47,1,h,"(2, 0)","[""right"",""up"",""up"",""up"",""up"",""right""]",-6,"[""(2, 3)"",""(0, 2)"",""(3, 4)""]",8
4,4/19/23 19:47,3,h,"(1, 0)","[""up"",""right"",""right"",""up"",""up"",""up""]",-6,"[""(3, 2)"",""(1, 4)"",""(4, 4)""]",9
4,4/19/23 19:48,13,r,"(3, 3)","[""right"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left"",""left""]",90,"[""(1, 1)"",""(4, 4)"",""(0, 4)""]",8
4,4/19/23 19:48,28,r,"(1, 2)","[""left"",""left"",""left"",""up"",""left"",""up"",""up"",""up"",""right"",""right""]",-10,"[""(2, 3)"",""(0, 0)"",""(3, 4)""]",8
4,4/19/23 19:49,9,h,"(0, 4)","[""up"",""up"",""up"",""right"",""right"",""up""]",-6,"[""(2, 2)"",""(1, 4)"",""(4, 3)"",""(3, 1)""]",7
4,4/19/23 19:49,25,r,"(1, 0)","[""left"",""left"",""up"",""up"",""left"",""up"",""up"",""right""]",92,"[""(0, 4)"",""(2, 3)"",""(4, 2)""]",8
4,4/19/23 19:50,8,r,"(0, 4)","[""up"",""up"",""right"",""right"",""up"",""up""]",-6,"[""(3, 1)"",""(1, 0)"",""(1, 4)""]",7
4,4/19/23 19:50,16,h,"(3, 1)","[""up"",""up"",""up"",""left"",""up"",""left""]",94,"[""(4, 4)"",""(2, 3)"",""(1, 1)""]",6
4,4/19/23 19:51,18,r,"(4, 2)","[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",-8,"[""(2, 3)"",""(2, 1)"",""(0, 4)""]",8
4,4/19/23 19:51,21,h,"(3, 1)","[""up"",""up"",""up"",""up"",""left"",""left""]",-6,"[""(3, 3)"",""(2, 0)"",""(2, 3)""]",7
4,4/19/23 19:52,20,r,"(3, 2)","[""up"",""up"",""up"",""left"",""left"",""up""]",94,"[""(3, 4)"",""(4, 4)"",""(2, 0)"",""(2, 2)""]",7
4,4/19/23 19:52,24,h,"(4, 2)","[""left"",""left"",""left"",""up"",""up"",""up"",""right"",""up""]",92,"[""(1, 4)"",""(2, 1)"",""(0, 2)"",""(4, 4)""]",3
4,4/19/23 19:53,19,h,"(1, 0)","[""left"",""left"",""up"",""up"",""up"",""up""]",-106,"[""(4, 4)"",""(3, 4)"",""(4, 2)"",""(0, 3)""]",6
5,4/21/23 17:08,110,x,NA,"[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]",92,NA,0
5,4/21/23 17:08,103,x,NA,"[""up"",""up"",""up"",""right"",""right"",""up""]",94,NA,0
5,4/21/23 17:08,101,x,NA,"[""up"",""up"",""right"",""right"",""up"",""up""]",94,NA,0
5,4/21/23 17:08,107,x,NA,"[""left"",""left"",""up"",""up"",""up"",""up""]",94,NA,0
5,4/21/23 17:08,104,x,NA,"[""up"",""up"",""right"",""right"",""up"",""up""]",94,NA,0
5,4/21/23 17:08,105,x,NA,"[""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up""]",92,NA,0
5,4/21/23 17:09,108,x,NA,"[""up"",""up"",""left"",""up"",""left"",""up""]",94,NA,0
5,4/21/23 17:09,106,x,NA,"[""up"",""left"",""up"",""up"",""left"",""up""]",94,NA,0
5,4/21/23 17:09,102,x,NA,"[""up"",""up"",""up"",""right"",""right"",""up""]",94,NA,0
5,4/21/23 17:09,109,x,NA,"[""up"",""up"",""left"",""left"",""up"",""up""]",94,NA,0
5,4/21/23 17:14,18,h,"(4, 2)","[""up"",""left"",""up"",""up"",""up"",""left""]",94,"[""(2, 3)"",""(1, 3)"",""(1, 4)"",""(2, 2)"",""(2, 1)"",""(2, 0)""]",8
5,4/21/23 17:14,21,h,"(3, 1)","[""up"",""up"",""left"",""up"",""up"",""left""]",94,"[""(2, 3)"",""(1, 3)"",""(1, 2)"",""(2, 2)"",""(1, 1)"",""(0, 1)"",""(0, 3)""]",5
5,4/21/23 17:15,13,h,"(1, 1)","[""up"",""up"",""right"",""right"",""right"",""up"",""left"",""up""]",-8,"[""(2, 1)"",""(2, 0)"",""(3, 1)"",""(3, 0)"",""(3, 4)"",""(4, 2)""]",2
5,4/21/23 17:15,23,r,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",-6,"[""(1, 4)"",""(1, 3)"",""(2, 3)"",""(2, 2)"",""(1, 2)"",""(3, 2)"",""(3, 1)""]",4
5,4/21/23 17:16,12,h,"(0, 2)","[""up"",""right"",""up"",""right"",""right"",""up"",""up"",""left""]",92,"[""(2, 3)"",""(1, 3)"",""(1, 4)"",""(2, 1)"",""(3, 1)"",""(3, 0)""]",7
5,4/21/23 17:16,8,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",94,"[""(2, 3)"",""(2, 2)"",""(1, 2)"",""(3, 2)"",""(3, 1)"",""(4, 1)"",""(2, 0)"",""(3, 0)""]",9
5,4/21/23 17:17,25,h,"(1, 0)","[""left"",""left"",""up"",""left"",""up"",""up"",""up"",""right""]",92,"[""(2, 3)"",""(0, 4)"",""(0, 3)"",""(4, 3)"",""(4, 4)"",""(3, 2)""]",8
5,4/21/23 17:17,24,r,"(2, 2)","[""up"",""left"",""left"",""left"",""up"",""up"",""up"",""right""]",92,"[""(2, 3)"",""(0, 4)"",""(0, 3)"",""(0, 2)"",""(0, 1)"",""(4, 4)"",""(3, 3)""]",8
5,4/21/23 17:18,6,h,"(1, 1)","[""up"",""up"",""right"",""up"",""up"",""right""]",-6,"[""(0, 3)"",""(3, 2)"",""(4, 3)"",""(4, 2)"",""(3, 3)"",""(3, 0)"",""(3, 1)""]",2
5,4/21/23 17:18,3,h,"(1, 0)","[""up"",""right"",""up"",""up"",""up"",""right""]",94,"[""(2, 1)"",""(3, 1)"",""(3, 0)"",""(3, 2)"",""(3, 3)"",""(3, 4)""]",6
